txn_id,amount,category,email,day
146,44.23,A,user146@example.com,2025-09-21
147,71.48,B,user147@example.com,2025-09-21
148,31.21,C,user148@example.com,2025-09-21
149,31.86,A,user149@example.com,2025-09-21
150,45.22,A,user150@example.com,2025-09-21
151,40.92,B,user151@example.com,2025-09-21
152,27.55,C,user152@example.com,2025-09-21
153,124.43,B,user153@example.com,2025-09-21
154,39.41,C,user154@example.com,2025-09-21
155,34.94,A,,2025-09-21
156,46.27,B,user156@example.com,2025-09-21
157,26.82,A,user157@example.com,2025-09-21
158,45.15,A,user158@example.com,2025-09-21
159,55.07,A,user159@example.com,2025-09-21
160,63.7,A,user160@example.com,2025-09-21
161,124.22,A,user161@example.com,2025-09-21
162,64.69,A,user162@example.com,2025-09-21
163,51.3,A,user163@example.com,2025-09-21
164,40.58,A,,2025-09-21
165,38.06,A,user165@example.com,2025-09-21
166,72.35,B,user166@example.com,2025-09-21
167,38.69,B,user167@example.com,2025-09-21
168,71.03,A,user168@example.com,2025-09-21
169,62.45,B,,2025-09-21
170,52.79,A,user170@example.com,2025-09-21
171,53.36,C,user171@example.com,2025-09-21
172,64.77,B,user172@example.com,2025-09-21
173,45.53,A,user173@example.com,2025-09-21
174,52.44,A,user174@example.com,2025-09-21
175,31.89,A,user175@example.com,2025-09-21
176,40.42,A,user176@example.com,2025-09-21
177,52.51,B,,2025-09-21
178,35.63,A,user178@example.com,2025-09-21
179,49.79,A,user179@example.com,2025-09-21
180,47.35,A,user180@example.com,2025-09-21
181,34.03,B,user181@example.com,2025-09-21
182,63.24,A,,2025-09-21
183,81.39,B,user183@example.com,2025-09-21
184,86.71,B,user184@example.com,2025-09-21
185,33.0,C,user185@example.com,2025-09-21
186,56.0,A,user186@example.com,2025-09-21
187,40.0,A,user187@example.com,2025-09-21
188,42.44,B,user188@example.com,2025-09-21
189,35.11,A,user189@example.com,2025-09-21
190,72.55,A,user190@example.com,2025-09-21
191,30.25,B,user191@example.com,2025-09-21
192,70.24,B,user192@example.com,2025-09-21
193,89.23,A,user193@example.com,2025-09-21
194,45.12,A,user194@example.com,2025-09-21
195,31.59,C,user195@example.com,2025-09-21
196,88.59,C,user196@example.com,2025-09-21
197,54.12,C,user197@example.com,2025-09-21
198,29.21,B,user198@example.com,2025-09-21
199,37.32,A,user199@example.com,2025-09-21
200,68.51,B,user200@example.com,2025-09-21
201,36.76,A,user201@example.com,2025-09-21
202,63.94,A,user202@example.com,2025-09-21
203,38.76,A,user203@example.com,2025-09-21
204,48.47,B,user204@example.com,2025-09-21
205,44.6,A,user205@example.com,2025-09-21
206,70.45,A,user206@example.com,2025-09-21
207,39.67,A,user207@example.com,2025-09-21
208,26.57,A,user208@example.com,2025-09-21
209,85.57,B,user209@example.com,2025-09-21
210,68.07,C,user210@example.com,2025-09-21
211,48.84,B,user211@example.com,2025-09-21
212,28.07,A,user212@example.com,2025-09-21
213,99.32,B,user213@example.com,2025-09-21
214,60.42,A,user214@example.com,2025-09-21
215,51.41,A,user215@example.com,2025-09-21
216,27.44,A,user216@example.com,2025-09-21
217,212.91,A,,2025-09-21
218,47.73,B,user218@example.com,2025-09-21
219,53.56,A,user219@example.com,2025-09-21
220,67.22,A,user220@example.com,2025-09-21
221,31.82,A,,2025-09-21
222,32.46,C,user222@example.com,2025-09-21
223,60.6,A,user223@example.com,2025-09-21
224,57.05,B,user224@example.com,2025-09-21
225,63.05,A,user225@example.com,2025-09-21
226,32.4,A,user226@example.com,2025-09-21
227,56.67,B,user227@example.com,2025-09-21
228,48.0,A,user228@example.com,2025-09-21
229,56.12,A,user229@example.com,2025-09-21
230,31.51,A,user230@example.com,2025-09-21
231,67.65,C,user231@example.com,2025-09-21
232,54.38,B,user232@example.com,2025-09-21
233,52.32,B,user233@example.com,2025-09-21
234,57.04,A,user234@example.com,2025-09-21
235,60.13,A,user235@example.com,2025-09-21
236,48.31,A,user236@example.com,2025-09-21
237,126.42,A,user237@example.com,2025-09-21
238,76.3,B,user238@example.com,2025-09-21
239,67.27,C,user239@example.com,2025-09-21
240,131.74,B,user240@example.com,2025-09-21
241,40.95,B,user241@example.com,2025-09-21
242,47.47,A,,2025-09-21
243,47.48,A,user243@example.com,2025-09-21
244,53.36,A,user244@example.com,2025-09-21
245,52.62,A,user245@example.com,2025-09-21
246,37.45,A,user246@example.com,2025-09-21
247,85.09,A,user247@example.com,2025-09-21
248,42.78,A,user248@example.com,2025-09-21
249,48.55,A,user249@example.com,2025-09-21
250,26.43,A,user250@example.com,2025-09-21
251,45.05,B,user251@example.com,2025-09-21
252,58.75,A,user252@example.com,2025-09-21
253,36.38,B,user253@example.com,2025-09-21
254,36.29,A,user254@example.com,2025-09-21
255,67.91,A,user255@example.com,2025-09-21
256,46.37,A,user256@example.com,2025-09-21
257,28.26,A,user257@example.com,2025-09-21
258,45.95,B,user258@example.com,2025-09-21
259,65.81,B,user259@example.com,2025-09-21
260,38.3,A,user260@example.com,2025-09-21
261,55.24,B,user261@example.com,2025-09-21
262,53.24,A,user262@example.com,2025-09-21
263,51.55,A,user263@example.com,2025-09-21
264,38.13,A,user264@example.com,2025-09-21
265,50.55,A,user265@example.com,2025-09-21
266,64.27,A,user266@example.com,2025-09-21
267,56.6,A,user267@example.com,2025-09-21
268,48.61,B,user268@example.com,2025-09-21
269,59.52,A,user269@example.com,2025-09-21
270,59.31,C,user270@example.com,2025-09-21
271,72.57,A,user271@example.com,2025-09-21
272,92.59,A,,2025-09-21
273,79.05,A,user273@example.com,2025-09-21
274,57.87,C,user274@example.com,2025-09-21
275,58.45,B,user275@example.com,2025-09-21
276,71.89,B,user276@example.com,2025-09-21
277,58.0,C,,2025-09-21
278,27.91,A,user278@example.com,2025-09-21
279,48.34,A,user279@example.com,2025-09-21
280,38.67,A,,2025-09-21
281,96.49,B,user281@example.com,2025-09-21
282,65.51,A,user282@example.com,2025-09-21
283,48.7,C,user283@example.com,2025-09-21
284,50.12,A,user284@example.com,2025-09-21
285,37.06,B,user285@example.com,2025-09-21
286,96.76,A,,2025-09-21
287,91.75,B,user287@example.com,2025-09-21
288,37.02,A,user288@example.com,2025-09-21
289,59.68,A,user289@example.com,2025-09-21
290,64.15,A,user290@example.com,2025-09-21
291,44.89,A,user291@example.com,2025-09-21
292,67.42,A,user292@example.com,2025-09-21
293,42.58,B,user293@example.com,2025-09-21
294,28.38,B,user294@example.com,2025-09-21
295,73.99,B,user295@example.com,2025-09-21
296,36.29,A,user296@example.com,2025-09-21
297,58.53,B,user297@example.com,2025-09-21
298,70.04,A,user298@example.com,2025-09-21
299,31.98,B,user299@example.com,2025-09-21
300,63.19,A,user300@example.com,2025-09-21
301,50.33,A,user301@example.com,2025-09-21
302,31.27,A,user302@example.com,2025-09-21
303,67.74,A,user303@example.com,2025-09-21
304,72.78,C,user304@example.com,2025-09-21
305,67.59,A,user305@example.com,2025-09-21
306,47.88,B,user306@example.com,2025-09-21
307,65.82,A,user307@example.com,2025-09-21
308,54.31,A,,2025-09-21
309,33.33,A,user309@example.com,2025-09-21
310,30.22,A,user310@example.com,2025-09-21
311,34.02,A,,2025-09-21
312,65.17,B,user312@example.com,2025-09-21
313,45.16,B,user313@example.com,2025-09-21
314,78.34,A,user314@example.com,2025-09-21
315,42.99,B,user315@example.com,2025-09-21
316,29.27,A,user316@example.com,2025-09-21
317,78.95,A,,2025-09-21
318,58.05,A,user318@example.com,2025-09-21
319,70.68,B,user319@example.com,2025-09-21
320,28.74,A,,2025-09-21
321,65.03,C,user321@example.com,2025-09-21
322,66.89,A,user322@example.com,2025-09-21
323,47.35,A,user323@example.com,2025-09-21
324,34.99,A,user324@example.com,2025-09-21
325,56.49,A,user325@example.com,2025-09-21
326,46.69,B,user326@example.com,2025-09-21
327,43.53,A,user327@example.com,2025-09-21
328,66.78,B,user328@example.com,2025-09-21
329,57.26,A,user329@example.com,2025-09-21
330,60.81,A,user330@example.com,2025-09-21
331,46.38,B,user331@example.com,2025-09-21
332,44.7,B,user332@example.com,2025-09-21
333,42.52,A,user333@example.com,2025-09-21
334,112.41,A,user334@example.com,2025-09-21
335,40.63,A,,2025-09-21
336,47.94,A,,2025-09-21
337,46.88,B,,2025-09-21
338,66.15,A,user338@example.com,2025-09-21
339,30.84,A,user339@example.com,2025-09-21
340,51.07,B,,2025-09-21
341,25.35,C,user341@example.com,2025-09-21
342,91.95,A,user342@example.com,2025-09-21
343,49.73,A,user343@example.com,2025-09-21
344,52.39,C,user344@example.com,2025-09-21
345,45.22,A,user345@example.com,2025-09-21
346,46.11,A,user346@example.com,2025-09-21
347,36.39,A,user347@example.com,2025-09-21
348,30.65,B,user348@example.com,2025-09-21
349,46.93,A,user349@example.com,2025-09-21
350,76.68,A,user350@example.com,2025-09-21
351,37.64,A,user351@example.com,2025-09-21
352,34.66,A,user352@example.com,2025-09-21
353,50.45,A,user353@example.com,2025-09-21
354,45.61,B,user354@example.com,2025-09-21
355,77.4,A,user355@example.com,2025-09-21
356,52.26,A,user356@example.com,2025-09-21
357,40.85,A,user357@example.com,2025-09-21
358,51.49,A,user358@example.com,2025-09-21
359,55.56,B,user359@example.com,2025-09-21
360,48.56,A,user360@example.com,2025-09-21
361,49.03,B,user361@example.com,2025-09-21
362,73.41,A,user362@example.com,2025-09-21
363,42.02,A,user363@example.com,2025-09-21
364,48.78,A,user364@example.com,2025-09-21
365,34.38,B,user365@example.com,2025-09-21
366,47.72,A,user366@example.com,2025-09-21
367,25.91,A,user367@example.com,2025-09-21
368,36.84,A,,2025-09-21
369,82.85,A,user369@example.com,2025-09-21
370,50.45,A,user370@example.com,2025-09-21
371,43.7,A,user371@example.com,2025-09-21
372,64.88,A,user372@example.com,2025-09-21
373,65.79,A,,2025-09-21
374,37.16,B,user374@example.com,2025-09-21
375,33.0,C,user375@example.com,2025-09-21
376,49.56,B,user376@example.com,2025-09-21
377,41.14,B,user377@example.com,2025-09-21
378,30.37,A,user378@example.com,2025-09-21
379,57.48,A,,2025-09-21
380,46.19,A,user380@example.com,2025-09-21
381,38.79,A,user381@example.com,2025-09-21
382,46.67,A,user382@example.com,2025-09-21
383,37.51,B,,2025-09-21
384,237.39,C,user384@example.com,2025-09-21
385,48.4,C,,2025-09-21
386,52.41,A,,2025-09-21
387,75.2,B,user387@example.com,2025-09-21
388,44.53,B,user388@example.com,2025-09-21
389,43.34,B,user389@example.com,2025-09-21
390,37.71,A,user390@example.com,2025-09-21
391,52.0,A,user391@example.com,2025-09-21
392,30.1,A,user392@example.com,2025-09-21
393,47.73,A,user393@example.com,2025-09-21
394,46.41,C,user394@example.com,2025-09-21
395,51.73,A,user395@example.com,2025-09-21
396,38.51,A,user396@example.com,2025-09-21
397,53.1,C,user397@example.com,2025-09-21
398,68.08,A,user398@example.com,2025-09-21
399,57.7,A,user399@example.com,2025-09-21
400,27.75,B,user400@example.com,2025-09-21
401,48.29,B,user401@example.com,2025-09-21
402,49.12,A,user402@example.com,2025-09-21
403,41.97,B,user403@example.com,2025-09-21
404,49.42,B,user404@example.com,2025-09-21
405,182.07,A,user405@example.com,2025-09-21
406,42.1,A,,2025-09-21
407,42.36,A,user407@example.com,2025-09-21
408,57.94,A,,2025-09-21
409,37.7,B,user409@example.com,2025-09-21
410,31.41,A,user410@example.com,2025-09-21
411,28.96,A,user411@example.com,2025-09-21
412,34.09,A,user412@example.com,2025-09-21
413,39.41,B,user413@example.com,2025-09-21
414,41.32,C,user414@example.com,2025-09-21
415,38.3,A,user415@example.com,2025-09-21
416,55.6,C,,2025-09-21
417,33.79,B,user417@example.com,2025-09-21
418,98.87,A,user418@example.com,2025-09-21
419,37.27,A,user419@example.com,2025-09-21
420,54.94,B,user420@example.com,2025-09-21
421,44.45,A,user421@example.com,2025-09-21
422,53.53,B,user422@example.com,2025-09-21
423,65.57,A,,2025-09-21
424,60.88,A,user424@example.com,2025-09-21
425,28.97,A,user425@example.com,2025-09-21
426,57.55,A,user426@example.com,2025-09-21
427,20.0,A,user427@example.com,2025-09-21
428,83.66,A,user428@example.com,2025-09-21
429,80.66,C,user429@example.com,2025-09-21
430,44.11,A,,2025-09-21
431,62.6,A,user431@example.com,2025-09-21
432,46.22,B,user432@example.com,2025-09-21
433,85.0,A,user433@example.com,2025-09-21
434,64.59,B,user434@example.com,2025-09-21
435,38.63,B,user435@example.com,2025-09-21
436,47.74,B,user436@example.com,2025-09-21
437,45.28,B,user437@example.com,2025-09-21
438,20.05,B,user438@example.com,2025-09-21
439,57.45,A,user439@example.com,2025-09-21
440,34.43,A,user440@example.com,2025-09-21
441,40.65,C,user441@example.com,2025-09-21
442,93.92,C,user442@example.com,2025-09-21
443,57.51,A,user443@example.com,2025-09-21
444,74.64,A,user444@example.com,2025-09-21
445,35.43,B,user445@example.com,2025-09-21
446,33.99,A,user446@example.com,2025-09-21
447,36.55,B,user447@example.com,2025-09-21
448,52.19,A,user448@example.com,2025-09-21
449,28.57,A,user449@example.com,2025-09-21
450,42.07,B,user450@example.com,2025-09-21
451,48.6,A,user451@example.com,2025-09-21
452,41.82,A,user452@example.com,2025-09-21
453,42.75,A,user453@example.com,2025-09-21
454,62.91,A,user454@example.com,2025-09-21
455,71.9,A,user455@example.com,2025-09-21
456,39.55,A,user456@example.com,2025-09-21
457,43.65,A,user457@example.com,2025-09-21
458,77.79,C,user458@example.com,2025-09-21
459,72.27,A,user459@example.com,2025-09-21
460,72.62,B,user460@example.com,2025-09-21
461,25.37,A,,2025-09-21
462,31.95,A,,2025-09-21
463,43.22,A,user463@example.com,2025-09-21
464,34.17,A,user464@example.com,2025-09-21
465,20.7,A,user465@example.com,2025-09-21
466,25.31,A,user466@example.com,2025-09-21
467,42.63,A,user467@example.com,2025-09-21
468,34.04,C,user468@example.com,2025-09-21
469,32.34,C,user469@example.com,2025-09-21
470,38.33,B,user470@example.com,2025-09-21
471,31.25,B,user471@example.com,2025-09-21
472,175.52,A,user472@example.com,2025-09-21
473,49.59,B,user473@example.com,2025-09-21
474,86.97,A,user474@example.com,2025-09-21
475,51.22,B,user475@example.com,2025-09-21
476,52.41,A,user476@example.com,2025-09-21
477,45.75,A,user477@example.com,2025-09-21
478,49.09,A,,2025-09-21
479,49.88,C,user479@example.com,2025-09-21
480,50.23,B,user480@example.com,2025-09-21
481,34.32,A,user481@example.com,2025-09-21
482,47.02,A,user482@example.com,2025-09-21
483,104.36,A,user483@example.com,2025-09-21
484,39.46,C,user484@example.com,2025-09-21
485,46.26,A,user485@example.com,2025-09-21
486,33.55,A,user486@example.com,2025-09-21
487,35.37,A,user487@example.com,2025-09-21
488,33.29,A,user488@example.com,2025-09-21
489,100.4,A,user489@example.com,2025-09-21
490,39.78,A,user490@example.com,2025-09-21
491,64.78,B,,2025-09-21
492,59.72,A,user492@example.com,2025-09-21
493,84.26,A,user493@example.com,2025-09-21
494,54.42,A,user494@example.com,2025-09-21
495,55.45,A,user495@example.com,2025-09-21
496,77.0,B,user496@example.com,2025-09-21
497,71.24,B,user497@example.com,2025-09-21
498,61.74,A,user498@example.com,2025-09-21
499,59.12,A,user499@example.com,2025-09-21
500,22.87,A,user500@example.com,2025-09-21
501,37.4,A,user501@example.com,2025-09-21
502,21.12,A,user502@example.com,2025-09-21
503,36.59,B,user503@example.com,2025-09-21
504,63.66,A,user504@example.com,2025-09-21
505,41.87,A,user505@example.com,2025-09-21
506,46.52,A,user506@example.com,2025-09-21
507,66.28,A,user507@example.com,2025-09-21
508,52.57,B,,2025-09-21
509,81.74,A,user509@example.com,2025-09-21
510,46.75,C,user510@example.com,2025-09-21
511,60.0,A,user511@example.com,2025-09-21
512,47.59,B,user512@example.com,2025-09-21
513,64.79,A,user513@example.com,2025-09-21
514,96.79,A,user514@example.com,2025-09-21
515,122.15,A,user515@example.com,2025-09-21
516,52.96,A,user516@example.com,2025-09-21
517,32.0,A,user517@example.com,2025-09-21
518,41.71,A,user518@example.com,2025-09-21
519,42.02,B,user519@example.com,2025-09-21
520,42.32,A,user520@example.com,2025-09-21
521,44.31,C,user521@example.com,2025-09-21
522,52.45,A,user522@example.com,2025-09-21
523,33.44,A,,2025-09-21
524,49.62,A,user524@example.com,2025-09-21
525,66.05,A,user525@example.com,2025-09-21
526,39.46,A,user526@example.com,2025-09-21
527,54.75,C,,2025-09-21
528,53.17,B,user528@example.com,2025-09-21
529,71.1,B,user529@example.com,2025-09-21
530,61.85,A,user530@example.com,2025-09-21
531,31.41,A,user531@example.com,2025-09-21
532,44.65,A,,2025-09-21
533,59.65,C,user533@example.com,2025-09-21
534,63.73,A,user534@example.com,2025-09-21
535,44.39,A,user535@example.com,2025-09-21
536,56.44,A,user536@example.com,2025-09-21
537,57.28,C,user537@example.com,2025-09-21
538,34.72,B,user538@example.com,2025-09-21
539,63.92,A,user539@example.com,2025-09-21
540,39.23,A,user540@example.com,2025-09-21
541,67.87,B,user541@example.com,2025-09-21
542,26.35,B,user542@example.com,2025-09-21
543,52.63,A,user543@example.com,2025-09-21
544,65.94,B,user544@example.com,2025-09-21
545,41.29,B,user545@example.com,2025-09-21
546,57.69,A,user546@example.com,2025-09-21
547,65.58,C,user547@example.com,2025-09-21
548,31.24,B,,2025-09-21
549,99.26,B,user549@example.com,2025-09-21
550,63.75,C,user550@example.com,2025-09-21
551,49.32,B,user551@example.com,2025-09-21
552,122.71,A,user552@example.com,2025-09-21
553,49.41,C,user553@example.com,2025-09-21
554,47.91,B,user554@example.com,2025-09-21
555,64.06,B,user555@example.com,2025-09-21
556,52.58,B,user556@example.com,2025-09-21
557,17.84,A,user557@example.com,2025-09-21
558,98.19,A,user558@example.com,2025-09-21
559,37.33,A,user559@example.com,2025-09-21
560,54.35,C,user560@example.com,2025-09-21
561,41.31,A,user561@example.com,2025-09-21
562,44.75,A,user562@example.com,2025-09-21
563,30.69,A,user563@example.com,2025-09-21
564,48.92,A,user564@example.com,2025-09-21
565,179.69,A,user565@example.com,2025-09-21
566,21.64,A,user566@example.com,2025-09-21
567,29.71,A,user567@example.com,2025-09-21
568,192.74,A,user568@example.com,2025-09-21
569,69.77,A,user569@example.com,2025-09-21
570,36.57,B,user570@example.com,2025-09-21
571,64.45,A,user571@example.com,2025-09-21
572,25.26,C,user572@example.com,2025-09-21
573,107.09,A,user573@example.com,2025-09-21
574,51.24,A,user574@example.com,2025-09-21
575,32.05,B,user575@example.com,2025-09-21
576,58.12,B,,2025-09-21
577,54.69,A,user577@example.com,2025-09-21
578,35.71,A,user578@example.com,2025-09-21
579,130.37,A,,2025-09-21
580,89.47,B,user580@example.com,2025-09-21
581,34.44,A,user581@example.com,2025-09-21
582,51.34,B,user582@example.com,2025-09-21
583,73.66,B,,2025-09-21
584,62.93,A,user584@example.com,2025-09-21
585,98.85,B,user585@example.com,2025-09-21
586,126.42,C,user586@example.com,2025-09-21
587,68.94,A,user587@example.com,2025-09-21
588,40.62,B,user588@example.com,2025-09-21
589,49.83,A,user589@example.com,2025-09-21
590,44.74,A,user590@example.com,2025-09-21
591,67.75,A,user591@example.com,2025-09-21
592,91.46,C,user592@example.com,2025-09-21
593,44.49,A,user593@example.com,2025-09-21
594,28.11,A,user594@example.com,2025-09-21
595,73.91,A,user595@example.com,2025-09-21
596,46.57,A,user596@example.com,2025-09-21
597,34.74,A,user597@example.com,2025-09-21
598,58.25,A,user598@example.com,2025-09-21
599,74.78,A,user599@example.com,2025-09-21
600,55.53,A,user600@example.com,2025-09-21
601,41.7,A,user601@example.com,2025-09-21
602,141.5,A,user602@example.com,2025-09-21
603,46.61,A,user603@example.com,2025-09-21
604,41.08,A,user604@example.com,2025-09-21
605,47.9,A,user605@example.com,2025-09-21
606,45.08,A,user606@example.com,2025-09-21
607,39.84,A,user607@example.com,2025-09-21
608,56.55,B,user608@example.com,2025-09-21
609,45.85,A,,2025-09-21
610,57.84,A,user610@example.com,2025-09-21
611,45.4,C,user611@example.com,2025-09-21
612,69.76,B,user612@example.com,2025-09-21
613,30.94,A,,2025-09-21
614,51.36,A,,2025-09-21
615,49.46,A,user615@example.com,2025-09-21
616,52.35,A,user616@example.com,2025-09-21
617,49.27,A,user617@example.com,2025-09-21
618,48.68,A,user618@example.com,2025-09-21
619,51.73,B,user619@example.com,2025-09-21
620,46.74,B,user620@example.com,2025-09-21
621,36.22,A,user621@example.com,2025-09-21
622,33.52,C,user622@example.com,2025-09-21
623,60.77,A,user623@example.com,2025-09-21
624,36.76,C,user624@example.com,2025-09-21
625,32.87,A,user625@example.com,2025-09-21
626,52.74,A,user626@example.com,2025-09-21
627,37.9,A,,2025-09-21
628,59.92,B,user628@example.com,2025-09-21
629,54.0,A,,2025-09-21
630,30.03,B,user630@example.com,2025-09-21
631,117.66,A,user631@example.com,2025-09-21
632,49.41,A,user632@example.com,2025-09-21
633,57.23,C,user633@example.com,2025-09-21
634,50.8,B,user634@example.com,2025-09-21
635,39.68,A,user635@example.com,2025-09-21
636,156.43,C,user636@example.com,2025-09-21
637,55.29,A,user637@example.com,2025-09-21
638,28.01,B,user638@example.com,2025-09-21
639,72.48,A,user639@example.com,2025-09-21
640,58.59,B,user640@example.com,2025-09-21
641,35.07,B,user641@example.com,2025-09-21
642,51.06,A,,2025-09-21
643,30.73,C,user643@example.com,2025-09-21
644,67.25,A,user644@example.com,2025-09-21
645,50.9,A,user645@example.com,2025-09-21
646,72.04,A,user646@example.com,2025-09-21
647,61.73,A,user647@example.com,2025-09-21
648,32.94,A,user648@example.com,2025-09-21
649,44.31,B,user649@example.com,2025-09-21
650,54.99,B,user650@example.com,2025-09-21
651,48.29,B,user651@example.com,2025-09-21
652,65.45,B,user652@example.com,2025-09-21
